Seconds;mV
42.812;0.085
42.816;0.075
42.820;0.090
42.824;0.080
42.828;0.065
42.832;0.075
42.836;0.090
42.840;0.080
42.844;0.090
42.848;0.095
42.852;0.080
42.856;0.095
42.860;0.075
42.864;0.080
42.868;0.080
42.872;0.085
42.876;0.090
42.880;0.090
42.884;0.085
42.888;0.085
42.892;0.090
42.896;0.110
42.900;0.105
42.904;0.060
42.908;-0.015
42.912;-0.095
42.916;-0.190
42.920;-0.260
42.924;-0.230
42.928;-0.080
42.932;0.225
42.936;0.535
42.940;0.720
42.944;0.785
42.948;0.780
42.952;0.700
42.956;0.585
42.960;0.475
42.964;0.415
42.968;0.365
42.972;0.340
42.976;0.320
42.980;0.285
42.984;0.220
42.988;0.210
42.992;0.195
42.996;0.195
43.000;0.185
43.004;0.185
43.008;0.170
43.012;0.175
43.016;0.170
43.020;0.140
43.024;0.130
43.028;0.105
43.032;0.090
43.036;0.050
43.040;0.035
43.044;0.020
43.048;0.015
43.052;0.035
43.056;0.030
43.060;0.070
43.064;0.060
43.068;0.065
43.072;0.040
43.076;0.040
43.080;0.060
43.084;0.065
43.088;0.065
43.092;0.060
43.096;0.065
43.100;0.070
43.104;0.060
43.108;0.060
43.112;0.085
43.116;0.080
43.120;0.075
43.124;0.070
43.128;0.060
43.132;0.080
43.136;0.050
43.140;0.045
43.144;0.050
43.148;0.055
43.152;0.065
43.156;0.035
43.160;0.055
43.164;0.040
43.168;0.035
43.172;0.045
43.176;0.040
43.180;0.025
43.184;0.015
43.188;0.030
43.192;0.025
43.196;0.015
43.200;0.000
43.204;0.020
43.208;0.020
43.212;0.030
43.216;0.035
43.220;0.020
43.224;0.045
43.228;0.050
43.232;0.070
43.236;0.055
43.240;0.065
43.244;0.065
43.248;0.065
43.252;0.065
43.256;0.080
43.260;0.095
43.264;0.070
43.268;0.080
43.272;0.115
43.276;0.120
43.280;0.095
43.284;0.105
43.288;0.100
43.292;0.090
43.296;0.100
43.300;0.085
43.304;0.100
43.308;0.095
43.312;0.085
43.316;0.090
43.320;0.085
43.324;0.070
43.328;0.075
43.332;0.075
43.336;0.070
43.340;0.070
43.344;0.085
43.348;0.080
43.352;0.070
43.356;0.075
43.360;0.055
43.364;0.065
43.368;0.070
43.372;0.065
43.376;0.050
43.380;0.060
43.384;0.040
43.388;0.035
43.392;0.030
43.396;0.040
43.400;0.040
43.404;0.035
43.408;0.040
43.412;0.030
43.416;0.035
43.420;0.045
43.424;0.045
43.428;0.055
43.432;0.035
43.436;0.035
43.440;0.030
43.444;0.035
43.448;0.035
43.452;0.030
43.456;0.030
43.460;0.025
43.464;0.040
43.468;0.040
43.472;0.030
43.476;0.025
43.480;0.015
43.484;0.055
43.488;0.025
43.492;0.035
43.496;0.045
43.500;0.025
43.504;0.025
43.508;0.040
43.512;0.035
43.516;0.030
43.520;0.040
43.524;0.040
43.528;0.040
43.532;0.025
43.536;0.030
43.540;0.040
43.544;0.025
43.548;0.025
43.552;0.040
43.556;0.025
43.560;0.040
43.564;0.015
43.568;0.025
43.572;0.010
43.576;0.015
43.580;0.020
43.584;0.040
43.588;0.060
43.592;0.035
43.596;0.060
43.600;0.045
43.604;0.040
43.608;0.050
43.612;0.050
43.616;0.065
43.620;0.075
43.624;0.065
43.628;0.065
43.632;0.045
43.636;0.055
43.640;0.045
43.644;0.050
43.648;0.065
43.652;0.075
43.656;0.070
43.660;0.055
43.664;0.065
43.668;0.060
43.672;0.050
43.676;0.050
43.680;0.040
43.684;0.050
43.688;0.060
43.692;0.050
43.696;0.025
43.700;0.030
43.704;0.045
43.708;0.045
43.712;0.055
43.716;0.055
43.720;0.050
43.724;0.070
43.728;0.070
43.732;0.055
43.736;0.055
43.740;0.055
43.744;0.040
43.748;0.060
43.752;0.050
43.756;0.040
43.760;0.025
43.764;0.060
43.768;0.035
43.772;0.020
43.776;0.010
43.780;-0.015
43.784;-0.085
43.788;-0.185
43.792;-0.270
43.796;-0.320
43.800;-0.295
43.804;-0.075
43.808;0.225
43.812;0.495
43.816;0.580
43.820;0.680
43.824;0.645
43.828;0.565
43.832;0.465
43.836;0.400
43.840;0.355
43.844;0.315
43.848;0.275
43.852;0.250
43.856;0.205
43.860;0.200
43.864;0.180
43.868;0.150
43.872;0.130
43.876;0.125
43.880;0.145
43.884;0.130
43.888;0.135
43.892;0.120
43.896;0.115
43.900;0.100
43.904;0.070
43.908;0.030
43.912;0.000
43.916;0.000
43.920;0.000
43.924;-0.015
43.928;-0.020
43.932;0.000
43.936;0.010
43.940;0.010
43.944;0.020
43.948;0.015
43.952;0.005
43.956;0.025
43.960;0.025
43.964;0.025
43.968;0.040
43.972;0.045
43.976;0.025
43.980;0.035
43.984;0.050
43.988;0.040
43.992;0.045
43.996;0.040
44.000;0.045
44.004;0.020
44.008;0.010
44.012;0.030
44.016;0.030
44.020;0.010
44.024;0.030
44.028;0.030
44.032;0.015
44.036;0.030
44.040;0.015
44.044;0.030
44.048;0.025
44.052;0.020
44.056;0.020
44.060;0.030
44.064;0.000
44.068;0.000
44.072;-0.015
44.076;-0.010
44.080;0.000
44.084;0.000
44.088;0.000
44.092;-0.010
44.096;0.020
44.100;-0.005
44.104;0.010
44.108;0.030
44.112;0.020
44.116;0.040
44.120;0.045
44.124;0.065
44.128;0.055
44.132;0.085
44.136;0.055
44.140;0.070
44.144;0.080
44.148;0.100
44.152;0.080
44.156;0.065
44.160;0.070
44.164;0.065
44.168;0.075
44.172;0.070
44.176;0.070
44.180;0.070
44.184;0.060
44.188;0.025
44.192;0.040
44.196;0.065
44.200;0.070
44.204;0.060
44.208;0.040
44.212;0.055
44.216;0.075
44.220;0.025
44.224;0.035
44.228;0.035
44.232;0.045
44.236;0.035
44.240;0.025
44.244;0.025
44.248;0.015
44.252;0.010
44.256;0.025
44.260;0.035
44.264;0.045
44.268;0.035
44.272;0.055
44.276;0.035
44.280;0.045
44.284;0.040
44.288;0.035
44.292;0.045
44.296;0.045
44.300;0.030
44.304;0.035
44.308;0.045
44.312;0.025
44.316;0.045
44.320;0.040
44.324;0.045
44.328;0.055
44.332;0.055
44.336;0.035
44.340;0.025
44.344;0.035
44.348;0.040
44.352;0.045
44.356;0.050
44.360;0.045
44.364;0.040
44.368;0.030
44.372;0.010
44.376;0.025
44.380;0.035
44.384;0.020
44.388;0.040
44.392;0.040
44.396;0.025
44.400;0.020
44.404;0.025
44.408;0.015
44.412;0.020
44.416;0.020
44.420;0.035
44.424;0.020
44.428;0.000
44.432;0.000
44.436;0.005
44.440;0.000
44.444;0.010
44.448;0.025
44.452;0.025
44.456;0.030
44.460;0.015
44.464;0.025
44.468;0.025
44.472;0.030
44.476;0.050
44.480;0.040
44.484;0.050
44.488;0.055
44.492;0.055
44.496;0.025
44.500;0.030
44.504;0.045
44.508;0.055
44.512;0.055
44.516;0.055
44.520;0.035
44.524;0.005
44.528;0.015
44.532;0.030
44.536;0.010
44.540;0.025
44.544;0.035
44.548;0.045
44.552;0.020
44.556;0.025
44.560;0.025
44.564;0.005
44.568;0.030
44.572;0.040
44.576;0.035
44.580;0.025
44.584;0.015
44.588;0.015
44.592;0.040
44.596;0.010
44.600;0.040
44.604;0.040
44.608;0.025
44.612;0.025
44.616;0.020
44.620;0.005
44.624;0.010
44.628;0.020
44.632;0.035
44.636;0.050
44.640;-0.005
44.644;-0.090
44.648;-0.170
44.652;-0.270
44.656;-0.305
44.660;-0.300
44.664;-0.130
44.668;0.155
44.672;0.445
44.676;0.600
44.680;0.680
44.684;0.695
44.688;0.595
44.692;0.495
44.696;0.405
44.700;0.350
44.704;0.300
44.708;0.255
44.712;0.235
44.716;0.205
44.720;0.155
44.724;0.145
44.728;0.135
44.732;0.110
44.736;0.120
44.740;0.105
44.744;0.110
44.748;0.115
44.752;0.110
44.756;0.105
44.760;0.065
44.764;0.050
44.768;0.025
44.772;0.000
44.776;-0.030
44.780;-0.035
44.784;-0.015
44.788;-0.045
44.792;-0.045
44.796;-0.035
44.800;-0.010
44.804;0.005
44.808;0.000
44.812;0.000
44.816;-0.015
44.820;0.000
44.824;0.000
44.828;0.015
44.832;0.000
44.836;-0.005
44.840;0.000
44.844;0.010
44.848;0.020
44.852;0.025
44.856;0.005
44.860;0.005
44.864;-0.010
44.868;0.000
44.872;0.000
44.876;0.005
44.880;0.010
44.884;-0.005
44.888;0.020
44.892;0.000
44.896;-0.010
44.900;-0.020
44.904;-0.015
44.908;-0.010
44.912;-0.005
44.916;-0.025
44.920;-0.015
44.924;-0.015
44.928;-0.020
44.932;-0.030
44.936;-0.025
44.940;-0.025
44.944;-0.015
44.948;-0.015
44.952;0.010
44.956;0.005
44.960;0.000
44.964;0.040
44.968;0.020
44.972;0.010
44.976;0.045
44.980;0.045
44.984;0.040
44.988;0.035
44.992;0.035
44.996;0.065
45.000;0.070
45.004;0.070
45.008;0.070
45.012;0.070
45.016;0.075
45.020;0.080
45.024;0.080
45.028;0.080
45.032;0.075
45.036;0.075
45.040;0.065
45.044;0.060
45.048;0.080
45.052;0.075
45.056;0.070
45.060;0.065
45.064;0.045
45.068;0.060
45.072;0.045
45.076;0.035
45.080;0.035
45.084;0.030
45.088;0.030
45.092;0.040
45.096;0.045
45.100;0.025
45.104;0.055
45.108;0.040
45.112;0.040
45.116;0.025
45.120;0.035
45.124;0.050
45.128;0.050
45.132;0.050
45.136;0.050
45.140;0.050
45.144;0.025
45.148;0.035
45.152;0.050
45.156;0.050
45.160;0.035
45.164;0.050
45.168;0.050
45.172;0.060
45.176;0.050
45.180;0.045
45.184;0.045
45.188;0.055
45.192;0.045
45.196;0.045
45.200;0.050
45.204;0.040
45.208;0.050
45.212;0.060
45.216;0.060
45.220;0.055
45.224;0.045
45.228;0.045
45.232;0.040
45.236;0.020
45.240;0.020
45.244;0.045
45.248;0.055
45.252;0.040
45.256;0.055
45.260;0.030
45.264;0.030
45.268;0.025
45.272;0.040
45.276;0.060
45.280;0.035
45.284;0.040
45.288;0.045
45.292;0.045
45.296;-0.005
45.300;0.030
45.304;0.020
45.308;0.000
45.312;0.030
45.316;0.025
45.320;0.020
45.324;0.015
45.328;0.035
45.332;0.035
45.336;0.050
45.340;0.040
45.344;0.035
45.348;0.055
45.352;0.060
45.356;0.050
45.360;0.030
45.364;0.030
45.368;0.015
45.372;0.035
45.376;0.035
45.380;0.040
45.384;0.040
45.388;0.030
45.392;0.025
45.396;0.030
45.400;0.030
45.404;0.035
45.408;0.035
45.412;0.040
45.416;0.020
45.420;0.020
45.424;0.020
45.428;0.010
45.432;0.025
45.436;0.020
45.440;0.015
45.444;0.015
45.448;0.020
45.452;0.020
45.456;0.020
45.460;0.015
45.464;0.015
45.468;0.025
45.472;0.000
45.476;0.015
45.480;0.000
45.484;0.005
45.488;0.010
45.492;0.005
45.496;0.000
45.500;0.000
45.504;0.010
45.508;-0.005
45.512;-0.030
45.516;-0.080
45.520;-0.165
45.524;-0.280
45.528;-0.340
45.532;-0.340
45.536;-0.235
45.540;0.065
45.544;0.375
45.548;0.595
45.552;0.670
45.556;0.695
45.560;0.615
45.564;0.515
45.568;0.400
45.572;0.320
45.576;0.280
45.580;0.260
45.584;0.225
45.588;0.200
45.592;0.160
45.596;0.130
45.600;0.105
45.604;0.080
45.608;0.080
45.612;0.095
45.616;0.095
45.620;0.105
45.624;0.090
45.628;0.070
45.632;0.070
45.636;0.050
45.640;0.015
45.644;-0.010
45.648;-0.025
45.652;-0.040
45.656;-0.030
45.660;-0.040
45.664;-0.045
45.668;-0.045
45.672;-0.010
45.676;-0.015
45.680;-0.005
45.684;-0.015
45.688;-0.005
45.692;-0.010
45.696;-0.010
45.700;0.015
45.704;0.000
45.708;-0.005
45.712;0.010
45.716;0.030
45.720;0.005
45.724;0.000
45.728;0.005
45.732;0.000
45.736;0.005
45.740;0.015
45.744;0.015
45.748;0.000
45.752;-0.005
45.756;-0.020
45.760;0.000
45.764;-0.030
45.768;-0.015
45.772;0.000
45.776;-0.005
45.780;0.000
45.784;-0.015
45.788;-0.025
45.792;-0.025
45.796;-0.020
45.800;-0.020
45.804;-0.015
45.808;-0.035
45.812;-0.045
45.816;-0.005
45.820;-0.025
45.824;-0.035
45.828;-0.015
45.832;-0.020
45.836;0.005
45.840;-0.015
45.844;-0.010
45.848;0.000
45.852;0.010
45.856;0.040
45.860;0.020
45.864;0.030
45.868;0.040
45.872;0.060
45.876;0.060
45.880;0.040
45.884;0.070
45.888;0.060
45.892;0.085
45.896;0.075
45.900;0.085
45.904;0.050
45.908;0.065
45.912;0.060
45.916;0.070
45.920;0.040
45.924;0.060
45.928;0.060
45.932;0.060
45.936;0.050
45.940;0.045
45.944;0.050
45.948;0.040
45.952;0.050
45.956;0.040
45.960;0.040
45.964;0.070
45.968;0.075
45.972;0.060
45.976;0.035
45.980;0.060
45.984;0.060
45.988;0.055
45.992;0.050
45.996;0.055
46.000;0.055
46.004;0.045
46.008;0.050
46.012;0.055
46.016;0.050
46.020;0.050
46.024;0.045
46.028;0.075
46.032;0.040
46.036;0.055
46.040;0.060
46.044;0.070
46.048;0.050
46.052;0.055
46.056;0.065
46.060;0.060
46.064;0.060
46.068;0.045
46.072;0.045
46.076;0.060
46.080;0.060
46.084;0.055
46.088;0.070
46.092;0.050
46.096;0.045
46.100;0.050
46.104;0.065
46.108;0.060
46.112;0.070
46.116;0.060
46.120;0.060
46.124;0.050
46.128;0.065
46.132;0.050
46.136;0.080
46.140;0.060
46.144;0.060
46.148;0.050
46.152;0.045
46.156;0.040
46.160;0.050
46.164;0.055
46.168;0.040
46.172;0.040
46.176;0.040
46.180;0.035
46.184;0.035
46.188;0.040
46.192;0.055
46.196;0.060
46.200;0.070
46.204;0.070
46.208;0.105
46.212;0.100
46.216;0.100
46.220;0.080
46.224;0.100
46.228;0.085
46.232;0.110
46.236;0.090
46.240;0.085
46.244;0.075
46.248;0.070
46.252;0.070
46.256;0.080
46.260;0.095
46.264;0.075
46.268;0.075
46.272;0.075
46.276;0.055
46.280;0.070
46.284;0.045
46.288;0.060
46.292;0.055
46.296;0.060
46.300;0.060
46.304;0.065
46.308;0.060
46.312;0.045
46.316;0.060
46.320;0.050
46.324;0.070
46.328;0.070
46.332;0.075
46.336;0.060
46.340;0.065
46.344;0.055
46.348;0.050
46.352;0.070
46.356;0.060
46.360;0.075
46.364;0.075
46.368;0.060
46.372;0.070
46.376;0.050
46.380;0.030
46.384;0.060
46.388;0.035
46.392;-0.020
46.396;-0.075
46.400;-0.180
46.404;-0.265
46.408;-0.305
46.412;-0.250
46.416;-0.010
46.420;0.300
46.424;0.575
46.428;0.680
46.432;0.725
46.436;0.695
46.440;0.590
46.444;0.470
46.448;0.380
46.452;0.305
46.456;0.285
46.460;0.255
46.464;0.230
46.468;0.185
46.472;0.160
46.476;0.145
46.480;0.115
46.484;0.120
46.488;0.145
46.492;0.110
46.496;0.130
46.500;0.115
46.504;0.115
46.508;0.095
46.512;0.070
46.516;0.055
46.520;0.025
46.524;-0.010
46.528;-0.015
46.532;-0.050
46.536;-0.020
46.540;-0.065
46.544;-0.020
46.548;-0.020
46.552;0.015
46.556;-0.005
46.560;0.000
46.564;0.000
46.568;0.000
46.572;-0.010
46.576;0.010
46.580;0.030
46.584;0.000
46.588;0.005
46.592;0.000
46.596;0.010
46.600;0.015
46.604;0.000
46.608;0.010
46.612;0.005
46.616;0.005
46.620;0.000
46.624;0.005
46.628;0.005
46.632;0.005
46.636;0.000
46.640;0.000
46.644;0.000
46.648;0.000
46.652;-0.015
46.656;0.010
46.660;-0.005
46.664;0.000
46.668;-0.010
46.672;0.005
46.676;-0.020
46.680;-0.045
46.684;-0.030
46.688;-0.025
46.692;-0.025
46.696;-0.005
46.700;-0.005
46.704;-0.010
46.708;0.000
46.712;0.000
46.716;-0.005
46.720;0.010
46.724;0.010
46.728;0.055
46.732;0.050
46.736;0.055
46.740;0.045
46.744;0.060
46.748;0.060
46.752;0.045
46.756;0.055
46.760;0.060
46.764;0.080
46.768;0.075
46.772;0.090
46.776;0.065
46.780;0.090
46.784;0.085
46.788;0.060
46.792;0.075
46.796;0.085
46.800;0.080
46.804;0.065
46.808;0.065
46.812;0.090
46.816;0.080
46.820;0.070
46.824;0.080
46.828;0.070
46.832;0.080
46.836;0.095
46.840;0.065
46.844;0.070
46.848;0.080
46.852;0.060
46.856;0.095
46.860;0.075
46.864;0.090
46.868;0.090
46.872;0.060
46.876;0.060
46.880;0.070
46.884;0.070
46.888;0.085
46.892;0.065
46.896;0.070
46.900;0.085
46.904;0.080
46.908;0.070
46.912;0.080
46.916;0.100
46.920;0.090
46.924;0.095
46.928;0.085
46.932;0.080
46.936;0.100
46.940;0.075
46.944;0.075
46.948;0.095
46.952;0.080
46.956;0.105
46.960;0.080
46.964;0.085
46.968;0.085
46.972;0.075
46.976;0.090
46.980;0.075
46.984;0.085
46.988;0.085
46.992;0.080
46.996;0.095
47.000;0.085
47.004;0.115
47.008;0.080
47.012;0.095
47.016;0.100
47.020;0.085
47.024;0.090
47.028;0.100
47.032;0.110
47.036;0.095
47.040;0.090
47.044;0.095
47.048;0.080
47.052;0.080
47.056;0.075
47.060;0.085
47.064;0.090
47.068;0.080
47.072;0.100
47.076;0.095
47.080;0.090
47.084;0.100
47.088;0.120
47.092;0.125
47.096;0.150
47.100;0.155
47.104;0.150
47.108;0.170
47.112;0.155
47.116;0.160
47.120;0.150
47.124;0.155
47.128;0.155
47.132;0.150
47.136;0.145
47.140;0.155
47.144;0.145
47.148;0.130
47.152;0.120
47.156;0.120
47.160;0.130
47.164;0.135
47.168;0.140
47.172;0.170
47.176;0.170
47.180;0.170
47.184;0.160
47.188;0.160
47.192;0.150
47.196;0.125
47.200;0.130
47.204;0.110
47.208;0.110
47.212;0.080
47.216;0.090
47.220;0.075
47.224;0.100
47.228;0.070
47.232;0.080
47.236;0.080
47.240;0.065
47.244;0.100
47.248;0.060
47.252;0.095
47.256;0.080
47.260;0.090
47.264;0.100
47.268;0.075
47.272;0.040
47.276;-0.005
47.280;-0.090
47.284;-0.175
47.288;-0.235
47.292;-0.245
47.296;-0.100
47.300;0.180
47.304;0.495
47.308;0.690
47.312;0.790
47.316;0.790
47.320;0.700
47.324;0.585
47.328;0.500
47.332;0.415
47.336;0.370
47.340;0.335
47.344;0.295
47.348;0.270
47.352;0.250
47.356;0.200
47.360;0.185
47.364;0.160
47.368;0.155
47.372;0.170
47.376;0.180
47.380;0.180
47.384;0.170
47.388;0.135
47.392;0.130
47.396;0.085
47.400;0.060
47.404;0.035
47.408;0.035
47.412;0.035
47.416;0.015
47.420;0.000
47.424;0.000
47.428;0.005
47.432;0.020
47.436;0.030
47.440;0.010
47.444;0.020
47.448;0.015
47.452;0.020
47.456;0.025
47.460;0.015
47.464;0.035
47.468;0.035
47.472;0.000
47.476;0.030
47.480;0.030
47.484;0.010
47.488;0.010
47.492;0.030
47.496;0.010
47.500;0.015
47.504;0.020
47.508;0.015
47.512;0.025
47.516;0.005
47.520;0.010
47.524;0.000
47.528;0.000
47.532;0.000
47.536;0.000
47.540;0.000
47.544;0.010
47.548;0.000
47.552;0.000
47.556;0.000
47.560;-0.010
47.564;-0.010
47.568;-0.010
47.572;-0.010
47.576;0.005
47.580;0.000
47.584;-0.005
47.588;0.000
47.592;0.010
47.596;0.030
47.600;0.040
47.604;0.040
47.608;0.050
47.612;0.055
47.616;0.075
47.620;0.065
47.624;0.075
47.628;0.065
47.632;0.070
47.636;0.085
47.640;0.090
47.644;0.100
47.648;0.090
47.652;0.080
47.656;0.080
47.660;0.110
47.664;0.090
47.668;0.090
47.672;0.080
47.676;0.100
47.680;0.085
47.684;0.075
47.688;0.085
47.692;0.065
47.696;0.090
47.700;0.065
47.704;0.060
47.708;0.055
47.712;0.080
47.716;0.075
47.720;0.075
47.724;0.075
47.728;0.065
47.732;0.060
47.736;0.060
47.740;0.060
47.744;0.075
47.748;0.070
47.752;0.050
47.756;0.075
47.760;0.055
47.764;0.060
47.768;0.060
47.772;0.055
47.776;0.050
47.780;0.075
47.784;0.065
47.788;0.055
47.792;0.065
47.796;0.065
47.800;0.070
47.804;0.095
47.808;0.060
47.812;0.080
47.816;0.085
47.820;0.080
47.824;0.070
47.828;0.070
47.832;0.065
47.836;0.070
47.840;0.070
47.844;0.100
47.848;0.085
47.852;0.090
47.856;0.070
47.860;0.080
47.864;0.075
47.868;0.085
47.872;0.095
47.876;0.080
47.880;0.075
47.884;0.095
47.888;0.085
47.892;0.085
47.896;0.095
47.900;0.100
47.904;0.095
47.908;0.080
47.912;0.100
47.916;0.075
47.920;0.080
47.924;0.065
47.928;0.060
47.932;0.055
47.936;0.060
47.940;0.075
47.944;0.090
47.948;0.080
47.952;0.105
47.956;0.115
47.960;0.105
47.964;0.100
47.968;0.135
47.972;0.130
47.976;0.135
47.980;0.105
47.984;0.120
47.988;0.120
47.992;0.105
47.996;0.120
48.000;0.110
48.004;0.105
48.008;0.110
48.012;0.145
48.016;0.125
48.020;0.085
48.024;0.105
48.028;0.115
48.032;0.110
48.036;0.110
48.040;0.105
48.044;0.100
48.048;0.115
48.052;0.120
48.056;0.120
48.060;0.115
48.064;0.090
48.068;0.080
48.072;0.100
48.076;0.090
48.080;0.085
48.084;0.090
48.088;0.090
48.092;0.105
48.096;0.090
48.100;0.100
48.104;0.090
48.108;0.085
48.112;0.085
48.116;0.100
48.120;0.095
48.124;0.105
48.128;0.110
48.132;0.095
48.136;0.055
48.140;0.000
48.144;-0.065
48.148;-0.175
48.152;-0.270
48.156;-0.270
48.160;-0.155
48.164;0.110
48.168;0.455
48.172;0.665
48.176;0.770
48.180;0.795
48.184;0.730
48.188;0.610
48.192;0.525
48.196;0.450
48.200;0.400
48.204;0.335
48.208;0.310
48.212;0.270
48.216;0.210
48.220;0.205
48.224;0.200
48.228;0.160
48.232;0.160
48.236;0.170
48.240;0.175
48.244;0.160
48.248;0.160
48.252;0.140
48.256;0.145
48.260;0.115
48.264;0.095
48.268;0.065
48.272;0.040
48.276;0.035
48.280;0.015
48.284;0.030
48.288;0.030
48.292;0.035
48.296;0.030
48.300;0.050
48.304;0.045
48.308;0.045
48.312;0.050
48.316;0.045
48.320;0.055
48.324;0.065
48.328;0.055
48.332;0.065
48.336;0.065
48.340;0.065
48.344;0.075
48.348;0.080
48.352;0.040
48.356;0.040
48.360;0.055
48.364;0.035
48.368;0.040
48.372;0.035
48.376;0.055
48.380;0.030
48.384;0.035
48.388;0.050
48.392;0.035
48.396;0.040
48.400;0.030
48.404;0.035
48.408;0.035
48.412;0.025
48.416;0.030
48.420;0.020
48.424;0.005
48.428;0.000
48.432;0.005
48.436;0.015
48.440;0.000
48.444;-0.010
48.448;0.010
48.452;0.000
48.456;0.000
48.460;0.030
48.464;0.010
48.468;0.035
48.472;0.025
48.476;0.050
48.480;0.045
48.484;0.060
48.488;0.060
48.492;0.075
48.496;0.090
48.500;0.080
48.504;0.055
48.508;0.080
48.512;0.060
48.516;0.075
48.520;0.070
48.524;0.075
48.528;0.085
48.532;0.070
48.536;0.075
48.540;0.080
48.544;0.060
48.548;0.065
48.552;0.075
48.556;0.085
48.560;0.080
48.564;0.070
48.568;0.050
48.572;0.075
48.576;0.050
48.580;0.075
48.584;0.055
48.588;0.040
48.592;0.040
48.596;0.060
48.600;0.055
48.604;0.030
48.608;0.055
48.612;0.075
48.616;0.060
48.620;0.045
48.624;0.060
48.628;0.075
48.632;0.055
48.636;0.045
48.640;0.060
48.644;0.070
48.648;0.075
48.652;0.080
48.656;0.075
48.660;0.060
48.664;0.050
48.668;0.060
48.672;0.050
48.676;0.055
48.680;0.070
48.684;0.045
48.688;0.065
48.692;0.055
48.696;0.050
48.700;0.065
48.704;0.065
48.708;0.055
48.712;0.065
48.716;0.060
48.720;0.060
48.724;0.070
48.728;0.070
48.732;0.075
48.736;0.045
48.740;0.065
48.744;0.065
48.748;0.065
48.752;0.080
48.756;0.065
48.760;0.070
48.764;0.050
48.768;0.040
48.772;0.080
48.776;0.070
48.780;0.070
48.784;0.080
48.788;0.075
48.792;0.040
48.796;0.045
48.800;0.065
48.804;0.065
48.808;0.060
48.812;0.055
48.816;0.075
48.820;0.060
48.824;0.080
48.828;0.080
48.832;0.070
48.836;0.100
48.840;0.105
48.844;0.095
48.848;0.100
48.852;0.095
48.856;0.080
48.860;0.065
48.864;0.080
48.868;0.070
48.872;0.090
48.876;0.085
48.880;0.090
48.884;0.080
48.888;0.080
48.892;0.080
48.896;0.115
48.900;0.080
48.904;0.075
48.908;0.090
48.912;0.080
48.916;0.090
48.920;0.100
48.924;0.100
48.928;0.090
48.932;0.080
48.936;0.080
48.940;0.085
48.944;0.070
48.948;0.085
48.952;0.100
48.956;0.100
48.960;0.105
48.964;0.080
48.968;0.065
48.972;0.080
48.976;0.080
48.980;0.090
48.984;0.080
48.988;0.105
48.992;0.105
48.996;0.095
49.000;0.070
49.004;0.035
49.008;-0.050
49.012;-0.125
49.016;-0.240
49.020;-0.275
49.024;-0.200
49.028;-0.020
49.032;0.320
49.036;0.580
49.040;0.710
49.044;0.760
49.048;0.725
49.052;0.600
49.056;0.485
49.060;0.415
49.064;0.370
49.068;0.320
49.072;0.290
49.076;0.295
49.080;0.245
49.084;0.235
49.088;0.200
49.092;0.195
49.096;0.185
49.100;0.175
49.104;0.180
49.108;0.170
49.112;0.170
49.116;0.150
49.120;0.145
49.124;0.115
49.128;0.090
49.132;0.050
49.136;0.030
49.140;0.030
49.144;0.015
49.148;0.020
49.152;0.010
49.156;0.020
49.160;0.030
49.164;0.055
49.168;0.055
49.172;0.065
49.176;0.060
49.180;0.070
49.184;0.050
49.188;0.065
49.192;0.055
49.196;0.075
49.200;0.055
49.204;0.045
49.208;0.065
49.212;0.070
49.216;0.070
49.220;0.050
49.224;0.070
49.228;0.035
49.232;0.055
49.236;0.050
49.240;0.055
49.244;0.060
49.248;0.050
49.252;0.040
49.256;0.020
49.260;0.020
49.264;0.035
49.268;0.025
49.272;0.025
49.276;0.020
49.280;0.010
49.284;0.000
49.288;0.000
49.292;-0.005
49.296;0.010
49.300;0.030
49.304;0.015
49.308;0.020
49.312;0.025
49.316;0.015
49.320;0.010
49.324;0.040
49.328;0.050
49.332;0.055
49.336;0.065
49.340;0.050
49.344;0.050
49.348;0.060
49.352;0.070
49.356;0.070
49.360;0.080
49.364;0.090
49.368;0.080
49.372;0.085
49.376;0.095
49.380;0.060
49.384;0.090
49.388;0.085
49.392;0.095
49.396;0.075
49.400;0.095
49.404;0.090
49.408;0.055
49.412;0.050
49.416;0.085
49.420;0.065
49.424;0.070
49.428;0.060
49.432;0.055
49.436;0.060
49.440;0.060
49.444;0.070
49.448;0.055
49.452;0.065
49.456;0.050
49.460;0.050
49.464;0.030
49.468;0.045
49.472;0.055
49.476;0.055
49.480;0.040
49.484;0.040
49.488;0.035
49.492;0.030
49.496;0.030
49.500;0.030
49.504;0.040
49.508;0.040
49.512;0.045
49.516;0.045
49.520;0.040
49.524;0.025
49.528;0.045
49.532;0.060
49.536;0.045
49.540;0.030
49.544;0.060
49.548;0.055
49.552;0.040
49.556;0.045
49.560;0.040
49.564;0.045
49.568;0.020
49.572;0.040
49.576;0.065
49.580;0.065
49.584;0.035
49.588;0.045
49.592;0.025
49.596;0.050
49.600;0.045
49.604;0.045
49.608;0.050
49.612;0.040
49.616;0.030
49.620;0.060
49.624;0.040
49.628;0.035
49.632;0.050
49.636;0.035
49.640;0.040
49.644;0.060
49.648;0.015
49.652;0.035
49.656;0.060
49.660;0.065
49.664;0.060
49.668;0.085
49.672;0.070
49.676;0.075
49.680;0.075
49.684;0.075
49.688;0.090
49.692;0.085
49.696;0.080
49.700;0.065
49.704;0.060
49.708;0.050
49.712;0.080
49.716;0.070
49.720;0.080
49.724;0.090
49.728;0.065
